seller_id,seller_name,seller_mobile,service,city,top_category,package_value,churn_score,risk_band,top_risk_factors,replies_202602,replies_202603,replies_202604,replies_202605,lapse_rate_202602,lapse_rate_202603,lapse_rate_202604,lapse_rate_202605,bl_cons_202602,bl_cons_202603,bl_cons_202604,bl_cons_202605,lapse_rate,email_dead,notif_loss_rate,bd_days_gap,action_taken,dim_engagement,dim_roi,dim_bd_coverage,dim_biz_outcomes,dim_catalog
264446924,Vijay Mehta (14),9841448214,MaxBiz,Pune,Textile & Apparel,35000,98.0,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 74% of BL credits lapsed unused this month | No BD contact in 75 days — seller has been ignored,41,36,28,18,0.65,0.68,0.71,0.76,24,21,16,10,0.74,0,0.84,75,IVR_TRIGGERED,30.9,25.6,14.5,8.4,4.8
264833344,Sunita Singh (82),9700194460,MaxBiz,Pune,Food Processing,25000,98.0,BLACK,"Reply rate critically low (3 replies/month, was 41) | 88% of BL credits lapsed unused this month | No BD contact in 115 days — seller has been ignored",49,41,33,26,0.73,0.77,0.79,0.81,17,14,11,8,0.88,1,0.93,115,IVR_TRIGGERED,28.2,29.1,13.9,7.4,4.4
264560040,Vijay Mehta (13),9807535864,Catalog,Ahmedabad,Medical Equipment,18000,97.9,BLACK,"Reply rate critically low (1 replies/month, was 10) | 89% of BL credits lapsed unused this month | No BD contact in 71 days — seller has been ignored",17,10,8,7,0.73,0.74,0.76,0.79,23,13,11,10,0.89,0,0.99,71,IVR_TRIGGERED,32.4,23.9,11.8,7.6,4.1
264101599,Sunita Singh (69),9905935698,TrustSEAL,Pune,Industrial Machinery,35000,97.8,BLACK,"Reply rate critically low (9 replies/month, was 35) | 75% of BL credits lapsed unused this month | No BD contact in 72 days — seller has been ignored",42,35,30,24,0.54,0.56,0.59,0.61,49,41,35,28,0.75,0,0.88,72,IVR_TRIGGERED,36.7,21.4,11.2,8.9,3.9
264618308,Amit Kumar (81),9929055706,Catalog,Mumbai,Chemicals,50000,97.7,BLACK,"Reply rate critically low (5 replies/month, was 25) | 96% of BL credits lapsed unused this month | No BD contact in 66 days — seller has been ignored",41,25,20,15,0.86,0.88,0.88,0.9,44,27,21,16,0.96,1,0.71,66,IVR_TRIGGERED,38.9,27.1,10.3,8.0,3.5
264304647,Pooja Verma (93),9961056750,TrustSEAL,Kolkata,Construction,12000,97.7,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 83% of BL credits lapsed unused this month | No BD contact in 78 days — seller has been ignored,44,34,23,19,0.62,0.66,0.71,0.72,34,26,18,15,0.83,1,0.76,78,IVR_TRIGGERED,38.8,24.0,13.8,7.8,4.8
264966794,Ramesh Chandra (53),9892340643,Lead Manager,Ahmedabad,Textile & Apparel,50000,97.6,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 73% of BL credits lapsed unused this month | No BD contact in 104 days — seller has been ignored,21,15,12,10,0.55,0.57,0.57,0.61,55,40,33,29,0.73,1,0.98,104,IVR_TRIGGERED,37.9,26.1,10.2,7.3,3.6
264938797,Priya Patel (29),9750570828,Catalog,Pune,Packaging Materials,50000,97.6,BLACK,"Reply rate critically low (3 replies/month, was 14) | 87% of BL credits lapsed unused this month | No BD contact in 94 days — seller has been ignored",19,14,9,5,0.73,0.78,0.8,0.84,19,14,9,5,0.87,0,0.73,94,IVR_TRIGGERED,36.4,28.5,12.2,6.9,4.1
264892146,Arun Bose (30),9770454480,Catalog,Delhi,Chemicals,25000,97.6,BLACK,"Reply rate critically low (6 replies/month, was 27) | 74% of BL credits lapsed unused this month | No BD contact in 48 days — seller has been ignored",43,27,25,20,0.46,0.46,0.49,0.52,24,15,14,11,0.74,1,0.9,48,IVR_TRIGGERED,34.3,22.5,10.4,7.1,4.6
264242756,Arun Bose (89),9670356419,TrustSEAL,Ahmedabad,Chemicals,18000,97.5,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 93% of BL credits lapsed unused this month | No BD contact in 66 days — seller has been ignored,41,32,28,24,0.73,0.75,0.77,0.79,58,45,39,34,0.93,1,0.89,66,IVR_TRIGGERED,38.4,29.1,12.3,7.6,4.0
264932209,Rekha Agarwal (82),9930708907,Catalog,Ahmedabad,Electronics,25000,97.5,BLACK,"Reply rate critically low (1 replies/month, was 41) | 98% of BL credits lapsed unused this month | No BD contact in 106 days — seller has been ignored",48,41,35,24,0.8,0.82,0.86,0.9,59,51,43,30,0.98,0,0.79,106,IVR_TRIGGERED,31.0,25.2,11.2,8.8,4.6
264322127,Kavita Joshi (66),9952172315,MaxBiz,Surat,Electronics,18000,97.4,BLACK,"Reply rate critically low (1 replies/month, was 17) | 78% of BL credits lapsed unused this month | No BD contact in 116 days — seller has been ignored",28,17,14,12,0.7,0.72,0.73,0.73,60,37,31,26,0.78,0,0.83,116,IVR_TRIGGERED,33.7,28.6,12.0,9.6,4.7
264903796,Deepak Gupta (88),9998609393,Catalog,Delhi,Food Processing,35000,97.4,BLACK,"Reply rate critically low (6 replies/month, was 32) | 71% of BL credits lapsed unused this month | No BD contact in 76 days — seller has been ignored",46,32,24,19,0.44,0.48,0.5,0.5,22,15,11,8,0.71,0,0.81,76,IVR_TRIGGERED,33.3,21.7,13.9,8.1,4.5
264633809,Pooja Verma (35),9700686598,Catalog,Hyderabad,Electronics,35000,97.4,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 76% of BL credits lapsed unused this month | No BD contact in 88 days — seller has been ignored,53,45,33,30,0.47,0.5,0.53,0.57,26,22,16,14,0.76,0,0.78,88,IVR_TRIGGERED,37.9,26.5,11.0,9.2,3.6
264956236,Rekha Agarwal (86),9918233574,TrustSEAL,Pune,Auto Parts,25000,97.3,BLACK,"Reply rate critically low (2 replies/month, was 32) | 91% of BL credits lapsed unused this month | No BD contact in 113 days — seller has been ignored",42,32,21,17,0.83,0.84,0.88,0.93,32,24,16,13,0.91,1,0.92,113,IVR_TRIGGERED,31.8,26.6,13.1,9.1,4.7
264002735,Anita Rao (58),9744927134,Lead Manager,Pune,Industrial Machinery,18000,97.3,BLACK,"Reply rate critically low (5 replies/month, was 25) | 94% of BL credits lapsed unused this month | No BD contact in 96 days — seller has been ignored",37,25,22,14,0.84,0.87,0.89,0.94,19,13,11,7,0.94,1,0.8,96,IVR_TRIGGERED,33.2,21.2,10.4,7.1,4.3
264771964,Anita Rao (33),9906773258,Lead Manager,Chennai,Textile & Apparel,25000,97.1,BLACK,"Reply rate critically low (3 replies/month, was 36) | 87% of BL credits lapsed unused this month | No BD contact in 93 days — seller has been ignored",43,36,25,19,0.7,0.74,0.77,0.79,69,58,40,31,0.87,1,0.6,93,IVR_TRIGGERED,35.2,20.9,13.8,8.2,4.3
264208316,Kavita Joshi (81),9797332836,Catalog,Kolkata,Medical Equipment,18000,97.1,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 95% of BL credits lapsed unused this month | No BD contact in 116 days — seller has been ignored,23,18,11,6,0.71,0.73,0.76,0.8,25,19,12,7,0.95,1,0.71,116,IVR_TRIGGERED,29.7,24.1,11.7,7.9,4.4
264608530,Anita Rao (82),9964209541,TrustSEAL,Ahmedabad,Medical Equipment,35000,96.7,BLACK,"Reply rate critically low (7 replies/month, was 31) | 88% of BL credits lapsed unused this month | No BD contact in 61 days — seller has been ignored",39,31,29,20,0.82,0.85,0.88,0.91,62,49,46,33,0.88,1,0.63,61,IVR_TRIGGERED,35.2,21.1,13.0,7.5,3.9
264512541,Arun Bose (51),9631973865,Catalog,Ahmedabad,Medical Equipment,18000,96.6,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 95% of BL credits lapsed unused this month | No BD contact in 91 days — seller has been ignored,34,28,19,15,0.84,0.86,0.9,0.94,25,20,14,11,0.95,0,0.73,91,IVR_TRIGGERED,34.2,23.4,13.0,9.1,3.9
264944690,Amit Kumar (34),9782598335,TrustSEAL,Kolkata,Furniture,18000,96.5,BLACK,"Reply rate critically low (3 replies/month, was 41) | 73% of BL credits lapsed unused this month | No BD contact in 111 days — seller has been ignored",51,41,31,24,0.64,0.64,0.64,0.67,36,29,22,17,0.73,1,0.89,111,IVR_TRIGGERED,30.6,25.3,11.5,9.3,3.8
264868554,Kavita Joshi (54),9702268401,MaxBiz,Pune,Medical Equipment,12000,96.5,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 75% of BL credits lapsed unused this month | No BD contact in 89 days — seller has been ignored,22,13,8,5,0.65,0.69,0.72,0.76,28,17,11,7,0.75,1,0.97,89,IVR_TRIGGERED,30.4,23.2,13.6,7.6,4.1
264479543,Rahul Sharma (39),9890739865,MaxBiz,Mumbai,Furniture,12000,96.4,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 81% of BL credits lapsed unused this month | No BD contact in 84 days — seller has been ignored,17,15,13,11,0.58,0.6,0.62,0.65,15,13,11,9,0.81,1,0.98,84,IVR_TRIGGERED,32.8,25.8,11.8,8.5,3.5
264583629,Kavita Joshi (91),9631145810,Catalog,Surat,Auto Parts,18000,96.4,BLACK,75% of BL credits lapsed unused this month | No BD contact in 65 days — seller has been ignored | 76% notifications undelivered — contact info stale,50,46,39,23,0.61,0.65,0.68,0.68,17,15,12,7,0.75,0,0.76,65,IVR_TRIGGERED,35.5,22.2,13.9,7.7,3.5
264174580,Ramesh Chandra (47),9781846367,Catalog,Surat,Textile & Apparel,18000,96.3,BLACK,"Reply rate critically low (1 replies/month, was 36) | 77% of BL credits lapsed unused this month | No BD contact in 95 days — seller has been ignored",45,36,33,22,0.68,0.72,0.73,0.73,35,28,26,17,0.77,0,0.61,95,IVR_TRIGGERED,37.2,25.1,14.1,7.4,3.5
264161679,Meena Pillai (79),9619273182,Catalog,Chennai,Auto Parts,18000,96.2,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 83% of BL credits lapsed unused this month | No BD contact in 57 days — seller has been ignored,13,9,6,3,0.74,0.75,0.78,0.79,43,32,23,15,0.83,1,0.88,57,IVR_TRIGGERED,34.0,23.5,13.1,8.2,4.2
264694957,Anita Rao (93),9679796726,MaxBiz,Hyderabad,Electronics,50000,96.0,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 79% of BL credits lapsed unused this month | No BD contact in 104 days — seller has been ignored,33,28,18,14,0.55,0.56,0.59,0.63,66,57,37,29,0.79,1,0.6,104,IVR_TRIGGERED,28.6,26.5,14.1,6.8,4.5
264910976,Amit Kumar (28),9696028363,Catalog,Hyderabad,Auto Parts,25000,96.0,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 99% of BL credits lapsed unused this month | No BD contact in 81 days — seller has been ignored,32,19,12,9,0.91,0.95,0.98,1.0,45,27,18,13,0.99,0,0.6,81,IVR_TRIGGERED,27.8,25.3,11.1,8.3,4.3
264747797,Manoj Tiwari (11),9995633885,Catalog,Delhi,Construction,25000,95.9,BLACK,"Reply rate critically low (3 replies/month, was 24) | 87% of BL credits lapsed unused this month | No BD contact in 119 days — seller has been ignored",31,24,17,13,0.68,0.71,0.72,0.73,23,18,12,9,0.87,0,0.68,119,IVR_TRIGGERED,33.0,27.0,11.1,8.0,3.9
264027535,Deepak Gupta (62),9850731958,Catalog,Delhi,Industrial Machinery,35000,95.9,BLACK,"Reply rate critically low (9 replies/month, was 32) | 94% of BL credits lapsed unused this month | No BD contact in 58 days — seller has been ignored",36,32,26,15,0.83,0.83,0.86,0.86,49,44,36,21,0.94,1,0.67,58,IVR_TRIGGERED,35.5,22.2,11.8,8.1,4.6
264923977,Manoj Tiwari (90),9867222725,TrustSEAL,Ahmedabad,Medical Equipment,18000,95.6,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 99% of BL credits lapsed unused this month,36,31,25,17,0.71,0.72,0.75,0.75,28,24,19,13,0.99,0,0.68,45,IVR_TRIGGERED,30.2,24.8,13.3,7.0,3.8
264570250,Vijay Mehta (43),9824715743,TrustSEAL,Hyderabad,Industrial Machinery,50000,95.6,BLACK,"Reply rate critically low (1 replies/month, was 31) | 87% of BL credits lapsed unused this month | No BD contact in 69 days — seller has been ignored",47,31,19,16,0.75,0.75,0.76,0.8,26,17,10,8,0.87,0,0.87,69,IVR_TRIGGERED,28.9,25.9,11.5,6.9,3.9
264346292,Rekha Agarwal (37),9910478496,Catalog,Mumbai,Packaging Materials,25000,95.5,BLACK,"Reply rate critically low (1 replies/month, was 21) | 86% of BL credits lapsed unused this month | No BD contact in 52 days — seller has been ignored",23,21,18,13,0.63,0.65,0.7,0.73,54,51,46,33,0.86,1,0.67,52,IVR_TRIGGERED,34.3,24.7,12.8,7.7,3.6
264436421,Kavita Joshi (25),9728082759,MaxBiz,Delhi,Chemicals,25000,95.4,BLACK,"Reply rate critically low (9 replies/month, was 38) | 85% of BL credits lapsed unused this month | No BD contact in 98 days — seller has been ignored",58,38,25,20,0.62,0.63,0.67,0.71,56,36,23,18,0.85,1,0.79,98,IVR_TRIGGERED,37.6,24.2,10.9,7.8,4.1
264657002,Meena Pillai (38),9998579803,TrustSEAL,Chennai,Construction,25000,95.4,BLACK,"Reply rate critically low (4 replies/month, was 30) | 71% of BL credits lapsed unused this month | No BD contact in 93 days — seller has been ignored",34,30,25,21,0.61,0.66,0.69,0.72,65,57,48,41,0.71,0,0.62,93,IVR_TRIGGERED,33.6,26.7,14.2,7.5,3.6
264382792,Priya Patel (57),9817984305,TrustSEAL,Chennai,Electronics,25000,95.3,BLACK,"Reply rate critically low (9 replies/month, was 19) | 95% of BL credits lapsed unused this month | No BD contact in 49 days — seller has been ignored",22,19,17,13,0.73,0.76,0.76,0.76,19,16,14,10,0.95,0,0.62,49,IVR_TRIGGERED,29.1,27.5,13.8,8.0,3.4
264823476,Amit Kumar (57),9648039158,Lead Manager,Ahmedabad,Food Processing,12000,95.3,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 80% of BL credits lapsed unused this month | No BD contact in 52 days — seller has been ignored,26,22,16,13,0.64,0.68,0.69,0.71,37,31,23,19,0.8,0,0.92,52,IVR_TRIGGERED,28.2,27.7,12.1,7.9,3.8
264064484,Deepak Gupta (99),9758728676,Lead Manager,Chennai,Packaging Materials,35000,95.2,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 97% of BL credits lapsed unused this month | No BD contact in 117 days — seller has been ignored,43,29,26,17,0.77,0.79,0.83,0.83,30,20,18,11,0.97,1,0.68,117,IVR_TRIGGERED,32.5,25.4,11.4,9.0,4.4
264210189,Pooja Verma (20),9628244148,Lead Manager,Ahmedabad,Medical Equipment,12000,95.1,BLACK,"Reply rate critically low (2 replies/month, was 15) | 78% of BL credits lapsed unused this month | No BD contact in 99 days — seller has been ignored",20,15,9,7,0.64,0.67,0.69,0.69,18,13,8,6,0.78,1,0.9,99,IVR_TRIGGERED,30.1,21.8,10.6,7.4,3.8
264339804,Pooja Verma (83),9606139513,MaxBiz,Pune,Electronics,12000,95.0,BLACK,"Reply rate critically low (6 replies/month, was 18) | 84% of BL credits lapsed unused this month | No BD contact in 65 days — seller has been ignored",29,18,14,11,0.67,0.71,0.73,0.75,23,15,12,9,0.84,0,0.86,65,IVR_TRIGGERED,32.7,25.6,10.9,7.4,4.4
264744064,Kavita Joshi (20),9926969880,Catalog,Hyderabad,Packaging Materials,50000,94.8,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 79% of BL credits lapsed unused this month | No BD contact in 52 days — seller has been ignored,46,38,31,25,0.66,0.69,0.71,0.76,19,16,13,10,0.79,1,0.68,52,IVR_TRIGGERED,27.5,22.3,11.7,8.5,3.9
264323521,Suresh Nair (35),9754213507,MaxBiz,Kolkata,Industrial Machinery,12000,94.8,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 77% of BL credits lapsed unused this month | No BD contact in 49 days — seller has been ignored,41,37,22,14,0.56,0.6,0.63,0.68,28,25,15,9,0.77,0,0.61,49,IVR_TRIGGERED,29.8,28.3,12.3,8.0,4.7
264092227,Ramesh Chandra (15),9786403601,TrustSEAL,Pune,Textile & Apparel,50000,94.7,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | No BD contact in 98 days — seller has been ignored | 85% notifications undelivered — contact info stale,32,26,23,17,0.48,0.51,0.55,0.59,31,25,23,17,0.7,0,0.85,98,IVR_TRIGGERED,33.2,22.6,11.0,9.3,3.7
264331443,Anita Rao (44),9703514831,Catalog,Pune,Chemicals,35000,94.7,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 92% of BL credits lapsed unused this month | No BD contact in 46 days — seller has been ignored,28,21,17,11,0.74,0.74,0.75,0.77,54,42,35,22,0.92,0,0.9,46,IVR_TRIGGERED,29.3,22.1,10.9,8.8,4.7
264267719,Amit Kumar (15),9789139109,MaxBiz,Ahmedabad,Food Processing,35000,94.5,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 94% of BL credits lapsed unused this month | No BD contact in 53 days — seller has been ignored,17,13,11,7,0.83,0.84,0.85,0.89,30,23,19,13,0.94,1,0.92,53,IVR_TRIGGERED,36.3,22.7,10.5,7.7,4.6
264875593,Sunita Singh (78),9713749694,Lead Manager,Kolkata,Construction,35000,94.3,BLACK,"Reply rate critically low (5 replies/month, was 23) | 100% of BL credits lapsed unused this month | No BD contact in 47 days — seller has been ignored",25,23,19,17,0.77,0.77,0.8,0.82,41,38,31,28,1.0,1,0.62,47,IVR_TRIGGERED,27.6,22.3,13.7,7.7,4.7
264069928,Sunita Singh (35),9679110057,Catalog,Mumbai,Electronics,35000,94.2,BLACK,Replies collapsed to 0 — seller has stopped responding to leads entirely | 93% of BL credits lapsed unused this month | No BD contact in 103 days — seller has been ignored,37,33,28,24,0.83,0.87,0.88,0.91,51,45,39,34,0.93,0,0.75,103,IVR_TRIGGERED,31.6,24.5,13.8,6.9,3.5
